?;MSA-Malaysia/Singapore A/L;1969;?;?;?;1967;?;5;?
?;?;1984;?;737-200;May;?;East Asia;?;1
Ireland;?;?;?;?;Sep;2012;?;2;?
United Kingdom;British Royal Air Force;1991;CF;707/720;?;1987;?;?;?
United Arab Emirates;flydubai;?;CF;737-800;Jul;?;?;4;?
Trinidad and Tobago;BWIA;1987;PW;MD-80;Apr;1986;Caribbean;?;?
Netherlands;?;1992;?;?;?;?;Europe;?;1
Australia;Virgin Australia;2010;?;?;?;2007;?;?;1
Germany;Lufthansa Cargo;2013;GE;777F;?;2011;?;2;2
?;NATO;?;PW;?;May;1980;?;4;4
?;Boullioun Aviation Services;?;CF;?;?;1997;?;1;?
?;Republic of Venezuela;1976;?;?;Jan;1976;?;1;1
USA;Ozark Air Lines;?;PW;DC-9;Feb;1965;?;?;3
?;CES Leasing Corporation;?;?;777F;?;?;East Asia;1;1
?;?;?;?;?;Nov;1978;Africa;?;?
?;Republic of China Air Force;1999;?;737-800;Nov;?;Southeast Asia;1;?
Japan;Japan Airlines;1960;?;DC-8;?;?;?;?;3
?;?;?;PW;727;?;?;?;1;?
China;?;?;?;?;?;2015;East Asia;2;?
Unidentified;?;?;?;747-8;?;2021;Unidentified;?;1
United Kingdom;?;?;RR;?;?;?;?;1;?
USA;?;?;?;?;?;?;North America;1;1
Jordan;?;1974;?;?;?;?;?;1;1
USA;?;1966;?;?;?;1966;North America;?;2
Bahrain;Gulf Air;2018;RR;?;Jan;?;?;?;5
Portugal;?;?;PW;?;Jun;1969;Europe;?;?
?;Italian Air Force;?;?;DC-9;Jan;1973;?;?;?
?;Air Serbia;?;?;727;Feb;?;?;?;?
?;?;1981;?;?;?;1981;Africa;1;1
Mexico;Aeromexico;1974;PW;DC-9;?;1973;?;6;6
France;?;1989;?;MD-80;Dec;1986;?;1;1
?;McDonnell Douglas;1992;PW;?;?;?;?;1;?
Singapore;?;1968;?;?;?;?;?;3;3
USA;?;?;PW;727;?;1966;?;?;?
Norway;BDS Norway P-8;2021;CF;737-800A;Jan;2019;?;5;?
Panama;Copa Airlines;?;?;?;Jan;1999;?;?;?
Australia;Trans-Australia Airlines;1969;?;727;?;1969;?;?;?
?;?;?;?;737-800;?;?;East Asia;?;?
South Africa;South African Airways;?;?;707/720;?;1958;?;3;?
United Kingdom;?;?;RR;757-200;Feb;1981;Europe;2;2
?;SunExpress Airlines;?;?;?;?;?;?;7;7
Iraq;Republic of Iraq;2014;?;?;?;2008;?;5;5
USA;?;?;PW;737-200;?;?;?;1;?
?;NEA Holdings Inc.;1968;PW;?;?;1968;North America;3;?
?;?;2017;?;?;May;?;East Asia;?;6
Poland;LOT Polish Airlines;1994;?;737-500;May;1994;Europe;?;?
?;?;1992;?;737-400;?;?;Caribbean;?;?
?;?;?;CF;?;?;1995;Europe;12;?
Kuwait;Kuwait Airways;1994;GE;?;Apr;1992;Middle East;1;1
Netherlands;Dutch Caribbean Airlines;?;?;?;?;?;Europe;2;2
?;Wardair;?;PW;?;Jan;?;North America;?;?
?;All Nippon Airways Co. Ltd.;1964;PW;727;Jan;?;East Asia;?;?
USA;Laker Airways (Bahamas);?;GE;?;Feb;?;North America;?;?
?;Eastern Provincial Airways;1973;?;737-200;Jan;?;?;1;1
Ireland;Aer Lingus;?;?;?;?;1966;?;?;?
USA;BBAM Aircraft Management LP;2012;CF;?;?;2007;?;6;6
?;Qatar Airways;?;?;777-300ER;Mar;2011;Middle East;?;?
?;Air Senegal International;2005;CF;?;?;?;?;?;1
South Korea;?;1975;?;?;?;?;East Asia;?;3
China;Dragon Aviation Leasing;?;?;?;Dec;2013;?;4;?
Belgium;SABENA Aerospace;?;?;?;Jan;1989;?;?;?
?;?;?;?;787-8;?;?;?;1;?
Egypt;Government of Egypt;?;?;737-200;Jun;?;?;1;?
?;?;1992;?;?;Mar;?;?;?;1
?;?;?;PW;?;Mar;1980;Europe;2;?
France;UTA;1965;?;DC-8;?;1965;Europe;2;2
Germany;?;1994;?;?;Mar;?;?;1;1
?;SkyEurope;2007;CF;737-700;?;?;Europe;?;4
South Africa;South African Airways;?;PW;?;Jan;1966;Africa;2;?
Germany;dba;?;CF;737-300;?;1997;?;?;6
Sweden;Malmo Aviation;1993;?;MD-80;?;?;Europe;?;2
USA;?;1973;GE;DC-10;Jan;1972;North America;1;1
Nigeria;Midway Airlines;?;?;MD-80;?;?;?;?;?
?;Scandinavian Airlines;1966;?;?;?;1965;?;1;1
?;Republic of France;?;?;?;Feb;1987;?;3;3
?;?;?;?;787-9;?;2007;?;1;1
?;?;?;GE;767-200ER;?;1989;North America;1;?
?;Japan ASDF Tanker;2006;GE;?;?;2004;?;?;1
Netherlands;?;?;?;DC-9;?;1979;?;2;?
?;?;?;?;?;?;1987;Europe;?;3
Taiwan;?;1977;?;747-100;?;?;Southeast Asia;?;?
USA;?;?;?;DC-8;?;?;North America;1;1
Zimbabwe;Air Zimbabwe;1987;PW;?;?;1987;Africa;2;?
?;Eastwind Airlines;1998;?;737-700;?;?;?;?;?
Russian Federation;?;2014;?;?;?;?;?;3;3
Cte dIvoire;?;?;?;?;?;1979;?;1;?
?;Pacific Southwest Airlines;1966;PW;?;?;1966;North America;?;?
Australia;?;?;?;?;?;?;Oceania;?;2
Ireland;Pembroke Capital Limited;?;CF;737-300;Mar;1997;Europe;1;1
?;Samoa Airways;?;?;?;Jun;?;?;1;?
USA;KE Aircraft Leasing;1992;?;757-200;?;1988;North America;2;?
Spain;?;?;?;DC-10;Jan;1972;Europe;?;3
?;?;1968;PW;727;Jan;1968;?;1;1
Japan;?;2021;PW;767-2C;?;?;?;1;?
USA;?;1968;PW;DC-9;Apr;?;North America;?;?
Vietnam;Vietnam Airlines;?;?;?;Jan;2002;Southeast Asia;2;?
China;9 Air;2016;CF;737-800;?;?;East Asia;?;?
?;?;1967;PW;?;?;?;Europe;?;1
United Arab Emirates;Dubai Aerospace Enterprise;?;?;?;Apr;2021;Middle East;?;?
?;?;?;PW;727;?;1974;?;1;?
France;Air Charter;?;PW;?;?;?;?;?;?
?;SCAT Airlines;?;CF;737 MAX;Dec;?;Central Asia;?;1
?;Canadian Airlines;1987;?;?;?;?;?;?;2
?;Ryanair;?;CF;?;?;?;?;?;?
China;China Eastern Airlines Wuhan;2001;CF;?;?;1998;?;2;2
China;?;?;CF;737-800;Jan;?;?;3;3
?;?;1981;PW;?;?;1978;Europe;?;3
?;Avianca Costa Rica;?;PW;727;Aug;1978;?;?;?
?;Deucalion Capital VII Limited;2009;?;?;?;?;?;4;?
?;?;?;GE;?;Mar;?;Europe;2;?
Ireland;DAE Aerospace Enterprise;?;?;?;Jan;?;Europe;?;1
?;Icelandair;?;?;737-800;?;2005;Europe;?;1
?;Kuwait Air Force;1992;?;?;Mar;?;Middle East;1;?
Luxembourg;?;2007;?;747-400F;Feb;2006;Europe;1;1
?;?;?;?;727;Nov;1966;Europe;2;2
Ghana;?;?;PW;DC-9;Jun;?;?;?;1
?;?;1996;GE;?;?;1994;East Asia;1;?
?;Balair/CTA;1970;?;DC-9;?;?;Europe;1;?
France;?;?;PW;747-100;?;?;?;3;?
?;Government of Egypt;1974;PW;707/720;Sep;1973;?;1;?
Mozambique;?;?;PW;767-200ER;?;1990;?;?;1
Denmark;?;1978;?;727;Jan;1978;Europe;1;1
?;?;?;?;DC-8;Jan;1960;East Asia;?;?
USA;?;?;?;727;?;1973;?;2;2
Algeria;?;?;CF;?;May;?;?;?;?
Sweden;?;?;?;MD-80;?;1989;?;?;?
?;Boullioun Aviation Services;?;CF;737-300;?;1996;?;2;2
Taiwan;Far Eastern Air Transport;?;?;MD-80;Apr;1991;?;?;2
?;?;2003;?;?;Mar;2001;North America;?;3
?;Air Afrique;?;?;?;Jun;?;?;1;?
France;?;1992;CF;707/720;?;1987;?;1;1
?;Shenzhen Airlines;?;?;?;Apr;2006;East Asia;5;5
Russian Federation;?;?;?;?;Sep;?;Europe;?;5
?;?;?;GE;787-9;?;2017;?;2;2
Cayman Islands;Bain Capital Griffin Internati;?;?;737 MAX;?;2021;?;?;1
?;?;?;?;757-200;?;1987;East Asia;?;?
Bolivia;LAB;?;?;?;?;?;?;1;1
?;?;1980;?;737-200;Aug;?;North America;1;1
?;?;?;?;737-300;Feb;1990;Central Asia;?;?
Tunisia;TunisAir;1972;?;727;Mar;1971;?;?;?
?;?;?;?;727;Mar;1968;?;?;1
?;Transtar Airlines Corporation;1982;PW;MD-80;Apr;?;North America;4;?
?;?;2018;?;?;?;2017;?;?;7
?;?;?;PW;727;?;?;Middle East;1;1
?;?;1981;?;?;?;1980;Central America and Mexico;?;1
Australia;?;?;PW;?;?;?;Oceania;?;?
?;?;1968;PW;?;Jan;?;?;5;?
Belarus;?;2016;?;?;Jun;2014;?;?;3
?;?;1960;PW;?;?;?;?;?;?
?;?;?;PW;737-200;Apr;1980;Europe;2;2
?;?;1976;?;DC-9;?;?;Middle East;?;?
?;Zhongyuan Airlines;1999;CF;737-300;?;?;?;2;2
?;?;1977;?;?;Feb;1977;?;2;?
Romania;Socialist Republic of Romania;1979;PW;707/720;?;?;?;?;1
?;Transair (Inactive);?;?;737-200;?;?;North America;1;1
?;?;2020;GE;777F;?;2020;East Asia;2;2
?;?;?;?;?;Jul;1978;?;1;1
China;Hainan Airlines Holding;2008;?;737-800;Jan;2006;East Asia;?;?
Austria;Austrian Airlines;?;?;?;?;?;Europe;5;?
India;BDS Indian Navy P-8I;?;CF;737-800A;Mar;2017;?;?;1
?;?;1965;?;DC-8;?;?;?;?;1
?;?;?;?;DC-9;?;?;Caribbean;?;?
Spain;?;2011;CF;?;?;2006;?;?;?
Ireland;?;?;?;737-800;?;?;?;?;?
?;?;?;?;737-300;Sep;?;North America;?;?
?;?;?;PW;737-200;Dec;1979;North America;?;?
?;?;?;PW;?;?;1978;North America;3;?
?;?;1979;?;747-200;?;1978;North America;?;1
USA;Reno Air;?;?;?;?;1996;?;?;?
?;Iraqi Airways;?;?;737-200;Jan;?;Middle East;1;?
Honduras;SAHSA;?;?;737-200;?;1973;?;1;1
Ireland;?;?;?;787-9;?;2017;Europe;1;1
?;Capitol Air;1969;?;?;?;?;North America;1;1
Germany;?;2000;CF;?;Jan;1999;Europe;4;4
?;Air Europe;?;?;?;?;?;Europe;2;2
China;?;?;GE;747-400ERF;Aug;?;?;?;?
?;?;?;?;?;Dec;2006;?;2;?
?;TAROM Romanian Air Transport;?;PW;?;?;?;Europe;?;?
?;?;?;GE;787-9;?;?;East Asia;3;3
?;Federal Government of Nigeria;?;PW;?;?;1982;Africa;1;?
?;?;?;PW;?;?;?;North America;1;?
?;Security Pacific EuroFinance;?;?;?;Oct;?;?;?;1
Nauru;?;?;PW;737-200;?;1974;?;?;?
Pakistan;?;1980;GE;747-200;?;1980;South Asia;1;?
Ecuador;TAME;1980;PW;?;?;1980;South America;1;1
Kazakhstan;Kazakhstan Airlines;2002;GE;767-200ER;?;?;?;1;?
?;?;?;?;?;Jan;?;?;7;?
?;777 Partners;?;CF;?;?;2021;North America;9;?
?;?;1996;CF;?;Dec;?;?;2;2
?;?;1997;CF;737-400;?;?;?;?;1
?;Luxair;?;PW;737-200;?;?;Europe;1;?
Ireland;?;?;?;737-800;?;?;?;?;5
Malta;Air Malta;1987;PW;737-200;Aug;1986;Europe;2;2
?;?;?;?;?;Jun;?;?;1;?
China;China Xinhua Airlines;1994;?;737-300;Apr;?;?;?;1
United Kingdom;British Airtours;1980;PW;737-200;?;?;?;?;?
Japan;?;1997;GE;767-200ER;?;1994;?;?;1
Australia;Australian Wedgetail;?;?;737-700W;Oct;2001;?;?;?
?;Itel Air;1979;?;?;Nov;1978;?;?;1
?;EVA Air;1995;GE;?;?;?;Southeast Asia;1;1
USA;Flying Tiger;?;?;707/720;?;?;?;2;?
USA;?;?;?;?;Apr;1969;?;?;1
Luxembourg;?;1977;PW;?;Jan;1977;?;1;?
?;Pacific Air Lines;1966;PW;?;?;?;?;?;?
?;?;?;?;?;?;1985;East Asia;?;5
?;International Lease Finance Co;?;?;?;Jan;1990;North America;1;?
?;?;?;PW;747-100;?;?;Europe;2;2
Indonesia;?;1982;?;737-200;?;?;?;?;1
?;?;?;CF;?;?;1987;?;?;?
?;?;1969;PW;?;?;?;North America;?;?
United Kingdom;British Airways;1971;?;?;Jan;1970;?;?;?
Japan;Japan Asia Airways;?;?;747-300;Aug;1987;?;?;?
Austria;?;?;?;?;?;?;Europe;?;?
?;?;1968;PW;737-200;Jan;?;North America;?;?
?;?;2015;CF;737-900ER;?;?;?;?;2
?;?;?;PW;?;Jan;?;?;1;1
?;Virgin Australia;?;GE;777-300ER;?;?;Oceania;3;3
?;Royal Thai Air Force;?;CF;?;Jul;?;Southeast Asia;1;?
?;U-Land Airlines;?;PW;?;Aug;?;Europe;?;?
?;?;?;?;DC-9;Feb;1974;?;?;4
USA;Seaboard World Airlines;?;PW;DC-8;Jan;1965;North America;1;?
USA;Southwest Airlines;?;?;?;?;?;North America;?;?
?;?;?;?;737-400;Apr;1990;Europe;1;1
Switzerland;Balair/CTA;?;PW;?;Feb;1976;?;1;1
Taiwan;Air Asia Company;?;PW;?;Feb;1966;Southeast Asia;?;1
USA;Northwest-Merged w Delta;2002;?;747-400;?;?;North America;2;2
Russian Federation;?;?;CF;?;Feb;?;?;?;?
?;Quantum Air S.A.;?;RR;717-200;May;?;Europe;?;?
?;?;?;PW;?;?;?;?;1;?
India;?;?;CF;737-800;Feb;2005;?;?;?
?;Emirates;?;GE;?;?;?;Middle East;12;12
?;AVIACO;1975;PW;?;Jan;?;?;4;?
?;?;1969;?;DC-9;?;?;?;2;2
?;?;?;?;?;Jun;1983;?;?;?
Singapore;?;1992;?;?;Jan;1990;Southeast Asia;?;2
?;BDS Indian Navy P-8I;?;CF;?;?;?;?;1;1
Venezuela;Aeropostal;1968;PW;DC-9;Mar;?;South America;1;1
?;WestJet;?;?;?;?;?;North America;?;4
Iraq;Republic of Iraq;?;CF;737-800;?;2008;?;2;2
?;Polaris Aircraft Leasing;?;PW;?;?;1979;North America;1;?
USA;BBAM Aircraft Management LP;2011;CF;737-800;?;?;?;4;4
?;?;2019;?;?;?;2019;Southeast Asia;?;?
?;?;?;CF;737-700C;Dec;1999;North America;?;?
?;?;1991;GE;747-400;Jan;?;?;1;?
?;?;1977;?;?;Apr;?;?;?;2
?;Brussels Airlines SA/NV;?;?;737-400;?;1996;?;?;?
?;Lignes Aeriennes de Congolaise;1973;PW;737-200;?;1973;?;?;1
United Kingdom;British Airways;1965;?;707/720;?;1965;?;?;?
?;Pembroke Capital Limited;1998;?;737-500;Mar;?;Europe;2;?
?;Air Astana;2013;PW;767-300ER;Feb;2012;Central Asia;2;?
Mexico;Mexicana;1974;?;727;Feb;?;Central America and Mexico;?;3
United Kingdom;?;?;CF;?;Jun;1982;Europe;3;?
?;Tigerair;1973;PW;?;Sep;?;North America;2;2
?;?;?;?;737-800;?;2012;?;10;?
?;Biman Bangladesh Airlines;2011;?;777-300ER;Apr;2008;South Asia;2;2
Brazil;?;1976;?;737-200;?;1975;South America;?;?
USA;?;?;CF;737-800;Jan;2014;?;?;3
?;?;?;?;DC-9;Jul;1963;?;2;2
Germany;?;1991;CF;737-300;?;1991;?;?;1
Kuwait;?;?;?;737-800;Mar;2007;?;1;?
Canada;?;?;PW;?;?;1979;North America;1;1
?;China Airlines;1980;?;747-200;Jan;?;?;1;?
United Kingdom;?;1982;?;?;Feb;1981;?;?;?
?;?;2016;?;?;Feb;2015;?;1;1
China;?;1999;CF;?;Oct;1997;?;1;1
?;?;2019;?;737 MAX;?;2018;?;1;1
?;?;?;GE;DC-10;Jan;1981;Europe;?;1
?;?;1997;CF;?;?;1996;North America;4;4
Canada;Pacific Western Airlines;1970;PW;737-200;Apr;?;?;1;1
Germany;Bavaria;?;CF;?;?;1995;?;?;2
?;Olympic Airlines;1968;?;707/720;Jan;1968;?;?;?
South Africa;?;2012;?;737-800;?;?;?;4;?
?;?;1979;PW;747-200;Jan;1979;?;?;?
France;?;?;PW;767-300ER;Jan;1989;?;?;?
?;?;2003;?;?;Mar;?;?;?;1
?;?;1977;PW;DC-9;Mar;1975;North America;3;3
?;Goiania;2016;CF;?;Jul;2007;Europe;1;1
?;?;?;CF;737-800A;Jan;?;Oceania;3;?
France;?;?;?;MD-80;Sep;1994;Europe;4;4
Ireland;Irish Aerospace;1988;PW;MD-80;Sep;1986;Europe;2;2
USA;Aviation Capital Group;2013;?;?;?;2008;?;?;4
Sudan;?;?;?;?;?;?;Africa;2;?
?;?;1984;?;DC-10;?;?;?;?;?
Ethiopia;Ethiopian Airlines Group;1965;PW;707/720;Jan;1965;Africa;1;1
Liberia;Republic of Liberia;?;PW;?;Jun;?;Africa;1;1
?;?;?;PW;727;?;1968;South America;?;1
United Kingdom;?;1977;GE;DC-10;Jun;1976;Europe;?;2
Gabon;?;?;GE;?;Apr;1977;?;?;1
USA;?;2003;BR;717-200;Apr;2002;North America;11;11
?;?;2018;?;777F;Jan;?;?;1;1
?;?;?;?;767-300ER;?;2007;South America;1;?
?;CALC Aircraft Assets Limited;2020;?;?;Nov;?;?;1;1
?;?;?;?;?;Mar;?;?;2;?
?;Mey-Air;1971;?;737-200;?;?;?;2;?
?;?;?;PW;DC-9;?;1978;North America;3;?
?;?;?;?;?;?;1988;Europe;?;?
USA;NEA Holdings Inc.;1967;?;?;?;1966;?;1;1
India;?;?;CF;?;?;2012;South Asia;4;4
Mauritius;Air Mauritius;?;GE;?;Jan;?;Africa;2;2
?;?;?;?;?;Dec;1974;?;2;?
?;?;?;GE;777-300ER;Jul;?;North America;?;?
Switzerland;?;?;GE;777-300ER;Apr;?;?;?;?
Israel;Arkia Israeli Airlines;?;PW;737-200;?;1981;Middle East;?;2
?;?;2017;?;?;?;?;Europe;?;2
?;?;1994;CF;?;?;?;North America;?;1
Kuwait;?;?;PW;737-200;Apr;1975;Middle East;1;1
?;Buraq Air;2006;?;737-800;?;2005;Africa;?;?
?;Shanghai Airlines;?;CF;737-800;?;?;East Asia;2;?
?;Zhongyuan Airlines;?;CF;?;Apr;1993;?;?;3
United Kingdom;?;1980;?;737-200;Dec;?;Europe;?;?
Netherlands;Sojitz;?;RR;757-200;?;?;Europe;?;?
?;?;?;?;?;Sep;?;Southeast Asia;1;1
?;?;?;GE;?;?;1988;?;?;?
Uruguay;?;?;?;?;Mar;?;South America;3;3
USA;?;1969;PW;?;?;?;North America;?;?
China;China Eastern Airlines;2012;CF;?;Feb;?;East Asia;?;2
?;?;?;PW;727;?;1966;Middle East;3;?
?;?;1961;PW;707/720;Jan;?;?;?;1
China;Xiamen Airlines;?;RR;?;Jan;?;East Asia;1;?
China;?;1985;?;MD-80;?;?;East Asia;2;?
?;Vingreiser AS;?;PW;MD-80;?;1986;Europe;?;2
USA;Pacific Air Lines;?;?;727;Oct;?;?;1;1
Brazil;?;?;GE;?;Feb;?;?;4;?
?;?;?;?;707/720;Nov;?;Europe;?;?
China;Kunming Airlines;2017;CF;?;?;?;?;2;?
?;?;2002;RR;757-200;Jan;?;East Asia;1;1
USA;?;1967;?;DC-8;?;?;North America;1;?
?;?;?;PW;737-200;?;1979;?;1;?
?;?;1996;?;MD-90;?;?;Southeast Asia;1;?
Argentina;AUSTRAL - Cielos del Sur;?;?;MD-80;?;1978;?;3;?
Morocco;Royal Air Maroc;1995;?;?;?;?;Africa;?;?
?;Air Tahiti Nui;?;GE;787-9;Apr;2015;Oceania;2;2
?;Alaska Airlines;?;?;727;Jan;1968;?;1;?
?;?;?;?;?;Mar;?;East Asia;4;4
?;?;2016;CF;737-800;May;2014;East Asia;?;?
?;Midway Airlines;?;PW;?;Mar;1986;Africa;?;3
?;Ukraine International Airlines;1999;?;737-300;Dec;?;Europe;?;?
USA;FedEx Express;?;GE;DC-10;Feb;?;?;1;?
?;?;1973;PW;747-100;Jan;?;North America;1;?
Dominican Republic;Dominicana Airlines;?;PW;?;?;1972;Caribbean;1;?
Taiwan;Great China Airlines;?;?;MD-90;?;1990;?;1;1
Turkey;?;?;?;?;Feb;?;Europe;?;?
?;?;1976;PW;727;?;1975;?;?;3
?;AVENSA;1969;PW;DC-9;?;1967;South America;?;?
Switzerland;Swissair;1960;PW;?;?;1956;?;2;2
Israel;?;?;RR;?;?;?;?;?;2
?;?;?;GE;747-8F;?;2006;Europe;2;2
?;Business Jet / VIP Customer(s);?;CF;?;Jan;?;?;?;1
?;?;2009;?;?;Jan;2006;South Asia;1;?
?;?;?;?;?;?;?;Southeast Asia;2;?
Canada;?;1980;?;737-200;Feb;?;North America;2;2
Nepal;?;1988;RR;757-200M;?;1986;?;1;?
?;?;?;?;?;Apr;1965;?;?;2
USA;?;?;?;747-400;Jan;?;?;?;2
Kenya;East African Airways;?;?;?;?;1970;Africa;?;1
Costa Rica;Avianca Costa Rica;1980;PW;?;?;?;?;?;1
Germany;Germanwings GmbH;1989;?;?;?;1988;?;?;?
?;?;?;?;?;Dec;?;East Asia;2;?
?;?;?;?;?;?;2016;East Asia;?;?
China;Dragon Aviation Leasing;2015;CF;?;?;2013;East Asia;?;?
?;?;?;?;?;?;?;North America;3;?
?;?;?;?;757-200;Jan;1993;?;1;1
?;BDS U.S. Navy (P-8A Poseidon);2019;CF;737-800A;?;2018;North America;?;4
USA;PACE Airlines;1968;PW;737-200;Jan;?;?;6;?
?;RwandAir;2011;CF;737-800;Dec;2009;?;?;?
?;Ardennes Epsilon;?;?;?;Dec;1988;Europe;?;?
Syrian Arab Republic;?;1976;PW;727;?;1974;?;?;?
?;GATX Jet Partners Ltd.;?;?;?;May;?;North America;?;?
?;?;2015;CF;737-800;?;?;Europe;7;7
Russian Federation;?;2013;GE;777-300ER;?;2011;?;?;?
United Kingdom;Jet2.com Ltd;?;?;737-800;Sep;2015;Europe;?;5
?;?;?;?;737-800;?;?;Europe;2;?
?;Union Aeromaritime Transport;1960;?;?;?;1956;?;1;?
Malaysia;Malaysia Airlines;?;GE;747-400M;?;?;?;?;?
?;Ghana Airways;?;GE;?;Feb;1983;Africa;1;1
?;?;1987;?;737-300;Jan;1986;North America;?;?
Japan;ANA Holdings Inc.;2019;GE;?;Mar;?;?;?;1
United Kingdom;?;1990;?;737-400;Jun;?;Europe;1;1
?;LAB;1978;PW;727;Apr;1977;?;?;?
?;?;?;?;787-8;Oct;?;?;?;?
?;?;1973;?;737-200;?;?;?;1;?
USA;DHL;?;GE;777F;Mar;?;?;?;2
USA;?;2006;?;?;Jun;?;?;?;?
?;British Royal Air Force;1992;CF;?;Feb;1987;Europe;1;1
?;?;?;?;?;Aug;1978;Europe;2;2
?;Germanwings GmbH;?;PW;MD-80;?;1988;Europe;1;1
?;?;?;PW;707/720;Jan;1963;North America;?;3
Bermuda;Novel Leasing;?;CF;?;Jul;?;Caribbean;1;1
?;?;1981;?;?;Apr;1980;Europe;?;?
?;?;?;?;?;?;?;?;3;?
South Korea;?;2006;?;?;Feb;1998;?;?;1
France;?;?;PW;?;Jan;1989;Europe;2;2
Zambia;Zambia Airways;1976;?;?;Jun;1975;Africa;1;1
?;DHL International;2009;?;?;?;2007;?;?;?
?;Hebei Airlines Company LTD;2016;CF;?;?;2013;?;?;3
USA;?;?;PW;707/720;?;?;?;1;1
?;Japan ASDF Tanker;2005;?;?;Jun;2003;East Asia;1;?
?;AerCap;2018;CF;?;Jun;?;Europe;5;5
?;NATO;?;?;?;May;?;?;5;?
?;?;1968;?;?;?;?;Europe;?;1
?;AirTran Airways (Merged with S;2006;?;?;Jan;2005;North America;?;?
?;SAS Norway;?;?;?;Feb;1977;Europe;?;1
USA;?;2022;CF;?;Mar;?;North America;?;2
South Korea;?;1985;?;?;Jan;?;East Asia;?;1
?;?;1973;?;?;May;1972;?;1;1
?;Air Berlin;2002;?;?;Feb;2001;?;?;?
Russian Federation;BLF Ltd.;?;CF;737-800;?;?;Europe;?;2
?;?;?;PW;707/720;?;?;Middle East;2;2
?;Air China;1999;?;747-400M;Jan;?;East Asia;1;1
?;Thai Airways International;?;GE;747-400;Feb;2001;Southeast Asia;?;2
?;?;?;?;?;Feb;?;South Asia;?;?
USA;?;?;PW;?;?;?;North America;?;1
Ireland;Timaero Ireland Limited;?;?;737-800;?;?;Europe;?;?
?;FAA;1966;?;727;?;1966;?;1;?
Australia;Virgin Australia Airlines;?;CF;?;Jan;2012;Oceania;1;1
?;?;?;?;?;Mar;1971;?;1;1
?;?;?;?;757-200;?;1987;Central America and Mexico;1;1
?;?;1970;?;?;?;1969;Europe;1;?
Egypt;AMC Airlines;1997;?;?;?;?;Africa;1;?
Switzerland;PrivatAir;?;?;787-8;?;2006;Europe;1;?
?;Hughes Airwest Inc.;?;?;DC-9;?;1966;?;?;?
?;EgyptAir;?;CF;?;Feb;?;Africa;?;1
United Kingdom;Flightpath;?;CF;?;Sep;?;Europe;1;1
?;Uzbekistan Airways;2007;?;?;?;?;Central Asia;1;1
Congo the Democratic Republic;?;1973;GE;DC-10;Feb;1973;?;?;?
?;?;1979;?;747-200;Jan;?;Southeast Asia;2;?
United Kingdom;British Eagle International;?;PW;707/720;Jan;1967;Europe;1;1
